Age,CityTier,NumberOfPersonVisiting,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,NumberOfFollowups,DurationOfPitch,TypeofContact_Self Enquiry,Occupation_Large Business,Gender_Male,MaritalStatus_Single,MaritalStatus_Unmarried,Designation_Executive,Designation_Senior Manager
35.0,1,4,4.0,3.0,0,5,4.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
34.0,3,2,3.0,1.0,0,4,5.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.0,3,4,5.0,2.0,0,3,6.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
29.0,1,4,5.0,3.0,0,1,5.0,31.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
35.0,1,4,3.0,3.0,1,5,6.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
41.0,1,4,3.0,6.0,0,3,4.0,27.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
34.0,1,4,3.0,6.0,0,3,4.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
53.0,1,3,4.0,2.0,0,3,4.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
36.0,1,4,4.0,2.0,0,5,3.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
38.0,1,2,3.0,4.0,0,1,5.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
32.0,1,4,3.0,3.0,0,5,4.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
29.0,1,3,3.0,2.0,0,1,5.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
51.0,3,3,4.0,2.0,0,2,4.0,15.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
36.0,1,2,3.0,3.0,0,4,5.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
36.0,3,4,4.0,2.0,0,1,4.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
50.0,1,2,3.0,6.0,1,4,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,1,3,3.0,4.0,0,3,4.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
28.0,1,3,4.0,3.0,0,3,4.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
26.0,1,4,3.0,2.0,0,3,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,3,2,3.0,2.0,1,2,4.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
27.0,1,3,4.0,4.0,1,2,4.0,23.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
43.0,1,1,3.0,2.0,0,1,3.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
33.0,3,3,5.0,1.0,1,3,3.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
31.0,1,3,3.0,6.0,1,2,4.0,29.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
45.0,1,3,3.0,5.0,0,4,5.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
57.0,1,3,3.0,6.0,0,1,6.0,14.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
60.0,1,4,3.0,8.0,0,3,4.0,25.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
33.0,1,3,3.0,3.0,1,4,4.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
42.0,1,3,5.0,4.0,1,4,4.0,13.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
47.0,3,4,3.0,3.0,0,5,5.0,16.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
50.0,1,3,3.0,4.0,1,5,5.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,1,2,3.0,4.0,1,4,1.0,30.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
44.0,1,2,5.0,5.0,0,5,3.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
41.0,1,3,3.0,3.0,0,3,5.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
46.0,3,4,3.0,6.0,0,1,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,1,4,3.0,2.0,0,4,4.0,28.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
29.0,1,4,4.0,3.0,0,1,6.0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
36.0,1,3,4.0,2.0,0,3,3.0,23.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
20.0,1,3,5.0,3.0,0,3,4.0,16.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
35.0,1,3,4.0,1.0,0,1,4.0,15.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
43.0,1,3,3.0,3.0,0,1,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,3,4,3.0,5.0,0,3,6.0,26.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
28.0,1,2,3.0,1.0,1,4,3.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
31.0,3,2,3.0,2.0,0,3,3.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
26.0,1,4,3.0,3.0,0,1,5.0,14.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
39.0,1,4,5.0,6.0,0,3,4.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.0,1,2,3.0,2.0,0,4,3.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
54.0,3,4,3.0,7.0,0,3,4.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
33.0,3,2,3.0,1.0,0,1,3.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
52.0,1,2,3.0,4.0,0,5,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,1,2,3.0,4.0,1,3,1.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
37.0,1,2,3.0,2.0,0,1,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,1,4,4.0,2.0,1,4,4.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
31.0,1,2,3.0,4.0,1,3,3.0,17.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
47.0,1,3,3.0,6.0,0,2,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,2,3,3.0,2.0,0,4,3.0,31.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
20.0,1,4,4.0,3.0,1,5,5.0,17.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,3,3,5.0,3.0,0,3,5.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
45.0,1,3,3.0,4.0,0,3,6.0,31.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
31.0,1,4,5.0,3.0,0,1,4.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31.0,2,3,4.0,1.0,0,1,1.0,14.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
30.0,1,3,3.0,3.0,0,2,2.0,30.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
36.0,3,4,5.0,3.0,0,4,4.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28.0,1,4,3.0,2.0,0,2,5.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
37.0,1,4,3.0,8.0,0,3,4.0,33.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
19.0,3,3,5.0,1.0,0,3,5.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
33.0,1,2,4.0,7.0,0,4,4.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
32.0,3,4,5.0,7.0,1,1,5.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
33.0,1,4,3.0,2.0,0,3,4.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
52.0,1,2,5.0,1.0,0,1,3.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
52.0,1,3,4.0,5.0,0,1,5.0,18.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
47.0,1,3,3.0,4.0,0,2,4.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
48.0,3,3,3.0,4.0,0,4,3.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
46.0,1,4,3.0,5.0,0,5,4.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
35.0,3,4,3.0,2.0,0,5,4.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
44.0,1,2,3.0,3.0,1,3,3.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
41.0,3,3,5.0,7.0,1,5,5.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
46.0,1,3,5.0,3.0,1,1,4.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
39.0,1,3,5.0,5.0,0,1,4.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
30.0,3,2,5.0,6.0,0,2,4.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.0,1,3,5.0,2.0,1,4,5.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
28.0,3,3,3.0,3.0,0,1,4.0,16.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
60.0,1,2,5.0,6.0,0,5,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,1,4,3.0,5.0,0,3,4.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
27.0,1,2,5.0,2.0,0,3,3.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29.0,1,4,4.0,2.0,1,1,6.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
23.0,1,3,4.0,3.0,1,4,3.0,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
39.0,3,3,5.0,5.0,0,4,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
